Date,Open,High,Low,Close,Adj Close,Volume,Returns,Change
03-01-12,58.485714,58.92857,58.42857,58.747143,39.172771,75555200,,
04-01-12,58.57143,59.240002,58.468571,59.062859,39.383293,65005500,0.54,0.54
05-01-12,59.278572,59.792858,58.952858,59.718571,39.820515,67817400,1.11,1.65
06-01-12,59.967144,60.392857,59.888573,60.342857,40.236809,79573200,1.05,2.72
09-01-12,60.785713,61.107143,60.192856,60.247143,40.17297,98506100,-0.16,2.55
10-01-12,60.844284,60.857143,60.214287,60.462856,40.316807,64549100,0.36,2.92
11-01-12,60.382858,60.407143,59.901428,60.364285,40.251083,53771200,-0.16,2.75
12-01-12,60.325714,60.414288,59.82143,60.19857,40.140579,53146800,-0.27,2.47
13-01-12,59.957142,60.064285,59.808571,59.972858,39.990093,56505400,-0.37,2.09
17-01-12,60.599998,60.855713,60.422855,60.671429,40.455898,60724300,1.16,3.28
18-01-12,60.994286,61.352856,60.900002,61.30143,40.875977,69197800,1.04,4.35
19-01-12,61.450001,61.624287,60.93,61.107143,40.746429,65434600,-0.32,4.02
20-01-12,61.07,61.07143,59.964287,60.042858,40.03677,103493600,-1.74,2.21
23-01-12,60.381428,61.207142,60.328571,61.058571,40.714039,76515600,1.69,3.93
24-01-12,60.728573,60.728573,59.935715,60.058571,40.047241,136909500,-1.64,2.23
25-01-12,64.919998,64.921425,63.389999,63.808571,42.547745,239578500,6.24,8.62
26-01-12,64.05143,64.112854,63.305714,63.51857,42.354374,80996300,-0.45,8.12
27-01-12,63.477142,64.068573,63.395714,63.897144,42.606808,74927300,0.6,8.77
30-01-12,63.672855,64.842857,63.627144,64.715714,43.152634,94835300,1.28,10.16
31-01-12,65.084282,65.46286,64.724289,65.211426,43.483173,97920900,0.77,11
01-02-12,65.487144,65.57,65.078575,65.169998,43.455555,67511500,-0.06,10.93
02-02-12,65.128571,65.309998,64.854286,65.017143,43.353626,46699100,-0.23,10.67
03-02-12,65.328575,65.714287,65.080002,65.668571,43.787991,71649900,1,11.78
06-02-12,65.482857,66.425713,65.457146,66.281425,44.196655,62353200,0.93,12.82
07-02-12,66.464287,67.10714,66.368568,66.975716,44.659607,79055900,1.05,14.01
08-02-12,67.214287,68.112854,67.099998,68.097145,45.407379,101972500,1.67,15.92
09-02-12,68.68,70.964287,68.651428,70.452858,46.978184,221053700,3.46,19.93
10-02-12,70.137146,71.08857,69.792854,70.488571,47.001984,157825500,0.05,19.99
13-02-12,71.361427,71.975716,71.012856,71.800003,47.876461,129304000,1.86,22.22
14-02-12,72.094284,72.794289,71.714287,72.779999,48.529926,115099600,1.36,23.89
15-02-12,73.465714,75.184288,70.984283,71.095711,47.40683,376530000,-2.31,21.02
16-02-12,70.214287,72.127144,69.51857,71.744286,47.839321,236138000,0.91,22.12
17-02-12,71.872856,72.538574,71.471428,71.73143,47.83073,133951300,-0.02,22.1
21-02-12,72.41143,73.550003,72.017143,73.550003,49.043362,151398800,2.54,25.2
22-02-12,73.297142,73.641426,72.724289,73.291428,48.870945,120825600,-0.35,24.76
23-02-12,73.582855,73.975716,72.785713,73.769997,49.190063,142006900,0.65,25.57
24-02-12,74.238571,74.699997,74.091431,74.629997,49.763515,103768000,1.17,27.04
27-02-12,74.472855,75.5,73.754288,75.108574,50.08263,136895500,0.64,27.85
28-02-12,75.422859,76.487144,75.121429,76.487144,51.001869,150096800,1.84,30.2
29-02-12,77.365715,78.230003,76.528572,77.491432,51.67152,238002800,1.31,31.91
01-03-12,78.309998,78.315712,76.96714,77.781425,51.864895,170817500,0.37,32.4
02-03-12,77.748573,78.114288,77.502853,77.882858,51.932507,107928100,0.13,32.57
05-03-12,77.917145,78.211426,75.14286,76.165718,50.787521,202281100,-2.2,29.65
06-03-12,74.808571,76.241432,73.745712,75.751427,50.511272,202559700,-0.54,28.94
07-03-12,76.685715,76.825714,74.757141,75.812859,50.552238,199630200,0.08,29.05
08-03-12,76.384285,77.57,76.017143,77.427139,51.628654,129114300,2.13,31.8
09-03-12,77.744286,78.248573,77.587143,77.881432,51.931568,104729800,0.59,32.57
12-03-12,78.425713,78.85714,78.14286,78.85714,52.582176,101820600,1.25,34.23
13-03-12,79.648575,81.168571,79.39286,81.157143,54.115833,172713800,2.92,38.15
14-03-12,82.578575,84.959999,82.199997,84.225716,56.161953,354711000,3.78,43.37
15-03-12,85.658569,85.715714,82.650002,83.651428,55.779045,289929500,-0.68,42.39
16-03-12,83.531425,84.171425,82.571426,83.652855,55.779972,206371900,0,42.39
19-03-12,85.48143,85.96714,84.150002,85.871429,57.259331,225309000,2.65,46.17
20-03-12,85.644287,86.699997,84.497147,86.565712,57.722279,204165500,0.81,47.35
21-03-12,86.105713,87.092857,85.915718,86.071426,57.392685,161010500,-0.57,46.51
22-03-12,85.397141,86.35714,85.075714,85.620003,57.091686,155967700,-0.52,45.74
23-03-12,85.784286,85.971428,84.914284,85.150002,56.778282,107622200,-0.55,44.94
26-03-12,85.684288,86.735718,85.03714,86.711426,57.819431,148935500,1.83,47.6
27-03-12,86.597145,88.040001,86.580002,87.78286,58.533867,151782400,1.24,49.42
28-03-12,88.339996,88.778572,87.187141,88.23143,58.832985,163865100,0.51,50.19
29-03-12,87.540001,88.080002,86.747147,87.122856,58.093777,152059600,-1.26,48.3
30-03-12,86.96714,87.222855,85.419998,85.650002,57.111679,182759500,-1.69,45.79
02-04-12,85.975716,88.395714,85.76857,88.375717,58.929195,149587900,3.18,50.43
03-04-12,89.614288,90.315712,88.93,89.902855,59.947506,208639900,1.73,53.03
04-04-12,89.192856,89.408569,88.14286,89.187141,59.470268,143245200,-0.8,51.82
05-04-12,89.568573,90.665718,89.057144,90.525711,60.362816,160324500,1.5,54.09
09-04-12,89.447144,91.405716,89.328575,90.889999,60.605724,149384200,0.4,54.71
10-04-12,91.418571,92,89.428574,89.777145,59.86367,222431300,-1.22,52.82
11-04-12,90.885712,90.98143,89.048569,89.457146,59.650284,174153700,-0.36,52.27
12-04-12,89.285713,90.190002,88.64286,88.96714,59.323555,153584200,-0.55,51.44
13-04-12,89.158569,89.242859,86.215714,86.461426,57.65274,214911200,-2.82,47.18
16-04-12,87.151428,87.182854,82.60714,82.875717,55.261787,262696700,-4.15,41.07
17-04-12,82.705711,87.14286,81.701431,87.099998,58.078533,256382000,5.1,48.26
18-04-12,87.674286,88.60714,86.101425,86.905716,57.948994,238632800,-0.22,47.93
19-04-12,85.745712,86.389999,83.502853,83.919998,55.958122,208679800,-3.44,42.85
20-04-12,84.482857,84.945717,81.488571,81.854286,54.580685,257746300,-2.46,39.33
23-04-12,81.515717,82.381432,79.517143,81.671425,54.458748,241632300,-0.22,39.02
24-04-12,80.372856,81.098572,79.285713,80.040001,53.370911,269037300,-2,36.24
25-04-12,87.94857,88.285713,86.571426,87.14286,58.107124,226444400,8.87,48.34
26-04-12,87.752853,87.812859,86.01857,86.814285,57.888039,134017100,-0.38,47.78
27-04-12,86.438568,86.597145,85.785713,86.14286,57.440311,101680600,-0.77,46.63
30-04-12,85.400002,85.485718,83.285713,83.425713,55.628525,126536200,-3.15,42.01
01-05-12,83.557144,85.251427,83.03286,83.16143,55.452282,152749800,-0.32,41.56
02-05-12,82.891426,83.914284,82.694283,83.711426,55.819035,106847300,0.66,42.49
03-05-12,84.35714,84.485718,82.900002,83.117142,55.422768,97637400,-0.71,41.48
04-05-12,82.440002,82.622856,80.738571,80.75,53.844349,132498100,-2.85,37.45
07-05-12,80.214287,81.824287,80.175713,81.354286,54.247292,115029600,0.75,38.48
08-05-12,81.368568,81.64286,79.818573,81.168571,54.12344,124313000,-0.23,38.17
09-05-12,80.528572,81.997147,80.121429,81.311432,54.218697,120176000,0.18,38.41
10-05-12,82.082855,82.26857,81.205711,81.502853,54.34634,83300000,0.24,38.74
11-05-12,80.714287,82.067146,80.621429,80.958572,53.983425,99886500,-0.67,37.81
14-05-12,80.367142,81.072861,79.657143,79.745712,53.174683,88156600,-1.5,35.74
15-05-12,80.207146,80.459999,78.821426,79.024284,52.693634,119084000,-0.9,34.52
16-05-12,79.150002,79.555717,77.291428,78.011429,52.018246,140224000,-1.28,32.79
17-05-12,77.901428,78.214287,75.73143,75.73143,50.497944,179305000,-2.92,28.91
18-05-12,76.279999,77.629997,74.597145,75.76857,50.52272,183073100,0.05,28.97
21-05-12,76.35714,80.220001,76.292854,80.182854,53.466179,157776500,5.83,36.49
22-05-12,81.364288,81.982857,78.940002,79.567146,53.055626,173717600,-0.77,35.44
23-05-12,79.64286,81.828575,79.03286,81.508568,54.350174,146224400,2.44,38.74
24-05-12,82.267143,82.35714,80.175713,80.760002,53.851009,124057500,-0.92,37.47
25-05-12,80.655716,80.835716,79.781425,80.327141,53.562382,82126800,-0.54,36.73
29-05-12,81.557144,82,80.758568,81.752853,54.513062,95127200,1.77,39.16
30-05-12,81.314285,82.855713,80.937141,82.738571,55.170326,132357400,1.21,40.84
31-05-12,82.96286,83.071426,81.637146,82.53286,55.033165,122918600,-0.25,40.49
01-06-12,81.308571,81.807144,80.074287,80.141426,53.438534,130246900,-2.9,36.42
04-06-12,80.214287,81.071426,78.35714,80.612854,53.752899,139248900,0.59,37.22
05-06-12,80.181427,80.924286,79.761429,80.404289,53.613831,97053600,-0.26,36.87
06-06-12,81.110001,81.978569,80.785713,81.637146,54.43589,100363900,1.53,38.96
07-06-12,82.470001,82.474289,81.5,81.674286,54.460667,94941700,0.05,39.03
08-06-12,81.657143,82.940002,81.285713,82.902855,55.279873,86879100,1.5,41.12
11-06-12,83.959999,84.071426,81.51857,81.595711,54.408268,147816200,-1.58,38.89
12-06-12,82.065712,82.374283,80.957146,82.308571,54.883614,108845100,0.87,40.11
13-06-12,82.074287,82.639999,81.482857,81.737144,54.502571,73395000,-0.69,39.13
14-06-12,81.605713,81.928574,81.03714,81.647141,54.44257,86393300,-0.11,38.98
15-06-12,81.571426,82.08857,81.364288,82.01857,54.690224,83813800,0.45,39.61
18-06-12,81.565712,83.984283,81.48143,83.682854,55.799973,110103000,2.03,42.45
19-06-12,83.342857,84.285713,83.300003,83.915718,55.95525,90351100,0.28,42.84
20-06-12,84.029999,84.178574,82.971428,83.677139,55.796169,89735800,-0.28,42.44
21-06-12,83.634285,84.031425,82.491432,82.524284,55.027439,81587800,-1.38,40.47
22-06-12,82.720001,83.169998,82.202858,83.157143,55.449432,71117900,0.77,41.55
25-06-12,82.471428,82.828575,81.48143,81.538574,54.370174,76095600,-1.95,38.8
26-06-12,81.618568,82.07,81.047142,81.718575,54.490189,69134100,0.22,39.1
27-06-12,82.14286,82.391426,81.702858,82.071426,54.725468,50749300,0.43,39.7
28-06-12,81.667145,82,80.80143,81.292854,54.206326,70709100,-0.95,38.38
29-06-12,82.571426,83.428574,82.035713,83.428574,55.630413,105375200,2.63,42.01
02-07-12,83.53286,84.781425,83.371429,84.645714,56.442024,100023000,1.46,44.08
03-07-12,84.982857,85.714287,84.85714,85.629997,57.098343,60428200,1.16,45.76
05-07-12,85.794289,87.762856,85.664284,87.134285,58.101398,121095800,1.76,48.32
06-07-12,86.727142,86.919998,85.940002,86.554283,57.714661,104732600,-0.67,47.33
09-07-12,86.471428,87.699997,86.30143,87.69857,58.477688,94851400,1.32,49.28
10-07-12,88.281425,88.552856,86.472855,86.887146,57.936607,127989400,-0.93,47.9
11-07-12,86.58857,86.808571,85.317146,86.347145,57.576534,117330500,-0.62,46.98
12-07-12,85.748573,86.209999,84.668571,85.557144,57.049767,107010400,-0.91,45.64
13-07-12,86.135712,86.741432,85.714287,86.424286,57.627979,77856800,1.01,47.11
16-07-12,86.445717,87.374283,86.431427,86.701431,57.812782,75315100,0.32,47.58
17-07-12,87.255714,87.35714,86.164284,86.705711,57.815643,73406200,0,47.59
18-07-12,86.655716,86.905716,86.222855,86.608574,57.750851,63175000,-0.11,47.43
19-07-12,87.325714,87.907143,86.571426,87.760002,58.518635,109215400,1.33,49.39
20-07-12,87.575714,87.777145,86.242859,86.328575,57.564159,99367800,-1.63,46.95
23-07-12,84.914284,86.557144,83.958572,86.261429,57.519382,121993900,-0.08,46.84
24-07-12,86.76857,87.097145,85.501427,85.845711,57.24218,141283100,-0.48,46.13
25-07-12,82.065712,82.971428,81.428574,82.138573,54.770252,219328200,-4.32,39.82
26-07-12,82.822861,82.914284,81.480003,82.125717,54.761684,101658200,-0.02,39.8
27-07-12,82.144287,83.690002,81.655716,83.594284,55.740913,100984100,1.79,42.3
30-07-12,84.417145,85.634285,83.974289,85.004288,56.681118,94785600,1.69,44.7
31-07-12,86.175713,87.385712,86.102859,87.251427,58.179504,115581900,2.64,48.52
01-08-12,87.987144,88.057144,86.14286,86.687141,57.803249,96125400,-0.65,47.56
02-08-12,86.120003,87.241432,85.75,86.827141,57.896606,83039600,0.16,47.8
03-08-12,87.66143,88.28286,87.365715,87.957146,58.650085,86230200,1.3,49.72
06-08-12,88.184288,89.267143,87.894287,88.935715,59.302589,75525800,1.11,51.39
07-08-12,88.96714,89.285713,88.291428,88.701431,59.146397,72611700,-0.26,50.99
08-08-12,88.484283,89.125717,88.157143,88.55143,59.04636,61176500,-0.17,50.73
09-08-12,88.264282,88.818573,88.257141,88.675713,60.953327,55410600,3.23,50.94
10-08-12,88.387146,88.822861,88.385712,88.814285,61.048584,48734700,0.16,51.18
13-08-12,89.055717,90,89.035713,90,61.863621,69708100,1.34,53.2
14-08-12,90.267143,91.230003,90.029999,90.241432,62.029552,85042300,0.27,53.61
15-08-12,90.185715,90.571426,89.678574,90.118568,61.945103,64335600,-0.14,53.4
16-08-12,90.172859,90.965714,90.071426,90.905716,62.486168,63633500,0.87,54.74
17-08-12,91.428574,92.598572,91.258568,92.587143,63.64193,110690300,1.85,57.6
20-08-12,92.858574,95.021431,92.842857,95.021431,65.315208,153346200,2.63,61.75
21-08-12,95.831429,96.41143,92.904289,93.722855,64.422607,203179900,-1.37,59.54
22-08-12,93.488571,95.571426,92.587143,95.552856,65.680504,141330700,1.95,62.65
23-08-12,95.158569,95.699997,94.449997,94.66143,65.067757,105032200,-0.93,61.13
24-08-12,94.215714,95.639999,93.650002,94.745712,65.125679,109335100,0.09,61.28
27-08-12,97.141426,97.267143,96.220001,96.525711,66.349197,106752100,1.88,64.31
28-08-12,96.425713,96.585716,95.809998,96.400002,66.262794,66854200,-0.13,64.09
29-08-12,96.464287,96.809998,96.085716,96.209999,66.132187,50701700,-0.2,63.77
30-08-12,95.805717,95.935715,94.692856,94.83857,65.189522,75674900,-1.43,61.44
31-08-12,95.321426,95.514282,93.89286,95.034286,65.324036,84580300,0.21,61.77
04-09-12,95.108574,96.44857,94.928574,96.424286,66.279495,91973000,1.46,64.13
05-09-12,96.510002,96.621429,95.657143,95.747147,65.814034,84093800,-0.7,62.98
06-09-12,96.167145,96.898575,95.828575,96.610001,66.40715,97799100,0.9,64.45
07-09-12,96.864288,97.497147,96.538574,97.205711,66.81662,82416600,0.62,65.46
10-09-12,97.207146,97.612854,94.585716,94.677139,65.078552,121999500,-2.6,61.16
11-09-12,95.015717,95.728569,93.785713,94.370003,64.867432,125995800,-0.32,60.64
12-09-12,95.264282,95.699997,93.714287,95.684288,65.770851,178058300,1.39,62.87
13-09-12,96.767143,97.928574,96.395714,97.568573,67.066055,149590000,1.97,66.08
14-09-12,98.565712,99.568573,98.269997,98.754288,67.881065,150118500,1.22,68.1
17-09-12,99.907143,99.971428,99.230003,99.968575,68.715752,99507800,1.23,70.17
18-09-12,99.982857,100.332855,99.488571,100.272858,68.924919,93375800,0.3,70.69
19-09-12,100.03714,100.57,99.938568,100.300003,68.943565,81718700,0.03,70.73
20-09-12,99.879997,100.008568,99.08857,99.814285,68.609673,84142100,-0.48,69.9
21-09-12,100.344284,100.724289,99.908569,100.012856,68.746178,142897300,0.2,70.24
24-09-12,98.122856,99.302856,97.571426,98.684288,67.83297,159941600,-1.33,67.98
25-09-12,98.322861,98.968575,96.14286,96.220001,66.139069,129697400,-2.5,63.79
26-09-12,95.534286,96.098572,94.457146,95.025711,65.318153,144125800,-1.24,61.75
27-09-12,94.898575,97.452858,94.335716,97.331429,66.90303,148522500,2.43,65.68
28-09-12,96.964287,97.30143,95.25,95.300003,65.506691,133777700,-2.09,62.22
01-10-12,95.879997,96.678574,93.785713,94.19857,64.749588,135898700,-1.16,60.35
02-10-12,94.544289,95.192856,92.949997,94.472855,64.938141,156998100,0.29,60.81
03-10-12,94.980003,95.980003,94.66143,95.921425,65.933838,106070300,1.53,63.28
04-10-12,95.89286,96.321426,95.078575,95.257141,65.477219,92681400,-0.69,62.15
05-10-12,95.028572,95.14286,93.040001,93.227142,64.081856,148501500,-2.13,58.69
08-10-12,92.41143,92.508568,90.872856,91.167145,62.665882,159498500,-2.21,55.19
09-10-12,91.235718,91.498573,89.078575,90.835716,62.438057,209649300,-0.36,54.62
10-10-12,91.391426,92.139999,91,91.558571,62.934929,127589000,0.8,55.85
11-10-12,92.35714,92.457146,89.728569,89.728569,61.677029,136520300,-2,52.74
12-10-12,89.937141,90.76857,89.328575,89.958572,61.835125,115003700,0.26,53.13
15-10-12,90.335716,90.732857,89.121429,90.68,62.331036,108125500,0.8,54.36
16-10-12,90.767143,92.900002,90.14286,92.827141,63.806908,137442900,2.37,58.01
17-10-12,92.695717,93.255714,92,92.087143,63.298244,97259400,-0.8,56.75
18-10-12,91.370003,91.722855,90,90.377144,62.122841,119156100,-1.86,53.84
19-10-12,90.150002,90.252853,87.08857,87.120003,59.88398,186021500,-3.6,48.3
22-10-12,87.488571,90.76857,87.251427,90.575714,62.25935,136682700,3.97,54.18
23-10-12,90.14286,90.557144,87.385712,87.622856,60.229618,176786400,-3.26,49.15
24-10-12,88.777145,89.507141,87.234283,88.118568,60.570362,139631800,0.57,50
25-10-12,88.571426,88.85714,86.507141,87.077141,59.854515,164081400,-1.18,48.22
26-10-12,87.061432,87.714287,84.428574,86.285713,59.310501,254608200,-0.91,46.88
31-10-12,84.982857,85.994286,83.957146,85.045715,58.458187,127500800,-1.44,44.77
01-11-12,85.459999,86.14286,84.881432,85.220001,58.577957,90324500,0.2,45.06
02-11-12,85.127144,85.278572,82.10714,82.400002,56.639568,149843400,-3.31,40.26
05-11-12,83.360001,83.96714,82.514282,83.517143,57.407455,132283900,1.36,42.16
06-11-12,84.318573,84.391426,82.870003,83.264282,57.233658,93729300,-0.3,41.73
07-11-12,81.977142,82.077141,79.39286,79.714287,56.594681,198412200,-1.12,35.69
08-11-12,80.089996,80.318573,76.470001,76.821426,54.540844,264036500,-3.63,30.77
09-11-12,77.202858,79.26857,76.245712,78.151428,55.485111,232478400,1.73,33.03
12-11-12,79.164284,79.214287,76.949997,77.547142,55.056068,128950500,-0.77,32
13-11-12,76.987144,78.639999,76.622856,77.557144,55.063194,133237300,0.01,32.02
14-11-12,77.928574,78.207146,76.597145,76.697144,54.452606,119292600,-1.11,30.55
15-11-12,76.790001,77.071426,74.660004,75.08857,53.310574,197477700,-2.1,27.82
16-11-12,75.028572,75.714287,72.25,75.382858,53.519505,316723400,0.39,28.32
19-11-12,77.244286,81.071426,77.125717,80.818573,57.3787,205829400,7.21,37.57
20-11-12,81.701431,81.707146,79.225716,80.129997,56.889816,160688500,-0.85,36.4
21-11-12,80.60714,81.052856,79.514282,80.242859,56.969948,93250500,0.14,36.59
23-11-12,81.024284,81.714287,80.371429,81.64286,57.963913,68206600,1.74,38.97
26-11-12,82.271431,84.285713,81.958572,84.218575,59.792591,157644900,3.15,43.36
27-11-12,84.221428,84.345711,82.871429,83.540001,59.310825,133332500,-0.81,42.2
28-11-12,82.46714,83.685715,81.751427,83.277145,59.124195,130216100,-0.31,41.76
29-11-12,84.317146,84.89286,83.60714,84.194283,59.775341,128674700,1.1,43.32
30-11-12,83.827141,84.057144,83.239998,83.611427,59.361523,97829900,-0.69,42.32
03-12-12,84.807144,84.941429,83.64286,83.741432,59.453831,91070000,0.16,42.55
04-12-12,83.114288,83.114288,81.732857,82.264282,58.405106,139267100,-1.76,40.03
05-12-12,81.272858,81.321426,76.96714,76.970001,54.646328,261159500,-6.44,31.02
06-12-12,75.562859,79.044289,74.089996,78.177139,55.503361,294303100,1.57,33.07
07-12-12,79.057144,79.314285,75.714287,76.178574,54.084431,196760200,-2.56,29.67
10-12-12,75,76.93,74.511429,75.688568,53.736553,157621100,-0.64,28.84
11-12-12,77.110001,78.508568,76.767143,77.341431,54.910034,148086400,2.18,31.65
12-12-12,78.252853,78.285713,76.610001,77,54.667633,121786000,-0.44,31.07
13-12-12,75.878571,76.805717,75.114288,75.669998,53.723362,156314900,-1.73,28.81
14-12-12,73.535713,74.01857,72.225716,72.827141,51.705029,252394800,-3.76,23.97
17-12-12,72.704285,74.285713,71.604286,74.118568,52.621895,189401800,1.77,26.17
18-12-12,75,76.414284,74.321426,76.271431,54.15036,156421300,2.9,29.83
19-12-12,75.924286,76.242859,75.071426,75.187141,53.38055,112342300,-1.42,27.98
20-12-12,75.714287,75.742859,74.125717,74.53286,52.916035,120422400,-0.87,26.87
21-12-12,73.209999,74.238571,72.891426,74.190002,52.672615,149067100,-0.46,26.29
24-12-12,74.335716,74.89286,74.101425,74.309998,52.757809,43938300,0.16,26.49
26-12-12,74.14286,74.208572,73.017143,73.285713,52.030602,75609100,-1.38,24.75
27-12-12,73.362854,73.75,72.094284,73.580002,52.23954,113780100,0.4,25.25
28-12-12,72.898575,73.497147,72.58857,72.798569,51.684753,88569600,-1.06,23.92
