"","NSEI.Adjusted"
"1441",6009
"1442",6030.799805
"1443",5955.25
"1444",5973.299805
"1445",6038.049805
"1446",6029.200195
"1447",6031.799805
"1448",6077.799805
"1449",5990.5
"1450",5907.5
"1451",5886.200195
"1452",5831.649902
"1453",5755.049805
"1454",5742
"1455",5727.850098
"1456",5677.899902
"1457",5685.399902
"1458",5542.25
"1459",5519.100098
"1460",5565.649902
"1461",5612.399902
"1462",5699.299805
"1463",5742.299805
"1464",5507.850098
"1465",5414.75
"1466",5401.450195
"1467",5302.549805
"1468",5408.450195
"1469",5471.75
"1470",5476.5
"1471",5287.450195
"1472",5285
"1473",5409.049805
"1474",5471.799805
"1475",5550.75
"1476",5341.450195
"1477",5448.100098
"1478",5592.950195
"1479",5680.399902
"1480",5896.75
"1481",5913.149902
"1482",5850.700195
"1483",5850.600098
"1484",5840.549805
"1485",5850.200195
"1486",5899.450195
"1487",6115.549805
"1488",6012.100098
"1489",5889.75
"1490",5892.450195
"1491",5873.850098
"1492",5882.25
"1493",5833.200195
"1494",5735.299805
"1495",5780.049805
"1496",5909.700195
"1497",5907.299805
"1498",5906.149902
"1499",5928.399902
"1500",6007.450195
"1501",6020.950195
"1502",6096.200195
"1503",6112.700195
"1504",6089.049805
"1505",6045.850098
"1506",6189.350098
"1507",6204.950195
"1508",6202.799805
"1509",6178.350098
"1510",6164.350098
"1511",6144.899902
"1512",6101.100098
"1513",6220.899902
"1514",6251.700195
"1515",6299.149902
"1516",6307.200195
"1517",6253.149902
"1518",6215.149902
"1519",6187.25
"1520",6140.75
"1521",6078.799805
"1522",6018.049805
"1523",5989.600098
"1524",6056.149902
"1525",6189
"1526",6203.350098
"1527",6122.899902
"1528",5999.049805
"1529",5995.450195
"1530",6115.350098
"1531",6059.100098
"1532",6057.100098
"1533",6091.850098
"1534",6176.100098
"1535",6217.850098
"1536",6201.850098
"1537",6160.950195
"1538",6241.100098
"1539",6259.899902
"1540",6363.899902
"1541",6332.850098
"1542",6307.899902
"1543",6237.049805
"1544",6168.399902
"1545",6154.700195
"1546",6139.049805
"1547",6217.149902
"1548",6166.649902
"1549",6274.25
"1550",6284.5
"1551",6268.399902
"1552",6278.899902
"1553",6313.799805
"1554",6291.100098
"1555",6304
"1556",NA
"1557",6221.149902
"1558",6211.149902
"1559",6191.450195
"1560",6162.25
"1561",6174.600098
"1562",6168.350098
"1563",6171.450195
"1564",6272.75
"1565",6241.850098
"1566",6320.899902
"1567",6318.899902
"1568",6261.649902
"1569",6303.950195
"1570",6313.799805
"1571",6338.950195
"1572",6345.649902
"1573",6266.75
"1574",6135.850098
"1575",6126.25
"1576",6120.25
"1577",6073.700195
"1578",6089.5
"1579",6001.799805
"1580",6000.899902
"1581",6022.399902
"1582",6036.299805
"1583",6063.200195
"1584",6053.450195
"1585",6062.700195
"1586",6084
"1587",6001.100098
"1588",6048.350098
"1589",6073.299805
"1590",6127.100098
"1591",6152.75
"1592",6091.450195
"1593",6155.450195
"1594",6186.100098
"1595",6200.049805
"1596",6238.799805
"1597",6276.950195
"1598",6221.450195
"1599",6297.950195
"1600",6328.649902
"1601",6401.149902
"1602",6526.649902
"1603",6537.25
"1604",6511.899902
"1605",6516.899902
"1606",6493.100098
"1607",6504.200195
"1608",6516.649902
"1609",6524.049805
"1610",6483.100098
"1611",6493.200195
"1612",NA
"1613",6583.5
"1614",6589.75
"1615",6601.399902
"1616",6641.75
"1617",6695.899902
"1618",6704.200195
"1619",6721.049805
"1620",6752.549805
"1621",6736.100098
"1622",6694.350098
"1623",6695.049805
"1624",6796.200195
"1625",6796.399902
"1626",6776.299805
"1627",6733.100098
"1628",6675.299805
"1629",6779.399902
"1630",6817.649902
"1631",6815.350098
"1632",6840.799805
"1633",NA
"1634",6782.75
"1635",6761.25
"1636",6715.25
"1637",6696.399902
"1638",6694.799805
"1639",6699.350098
"1640",6715.299805
"1641",6652.549805
"1642",6659.850098
"1643",6858.799805
"1644",7014.25
"1645",7108.75
"1646",7108.75
"1647",7123.149902
"1648",7203
"1649",7263.549805
"1650",7275.5
"1651",7252.899902
"1652",7276.399902
"1653",7367.100098
"1654",7359.049805
"1655",7318
"1656",7329.649902
"1657",7235.649902
"1658",7229.950195
"1659",7362.5
"1660",7415.850098
"1661",7402.25
"1662",7474.100098
"1663",7583.399902
"1664",7654.600098
"1665",7656.399902
"1666",7626.850098
"1667",7649.899902
"1668",7542.100098
"1669",7533.549805
"1670",7631.700195
"1671",7558.200195
"1672",7540.700195
"1673",7511.450195
"1674",7493.350098
"1675",7580.200195
"1676",7569.25
"1677",7493.200195
"1678",7508.799805
"1679",7611.350098
"1680",7634.700195
"1681",7725.149902
"1682",7714.799805
"1683",7751.600098
"1684",7787.149902
"1685",7623.200195
"1686",7585
"1687",7567.75
"1688",7459.600098
"1689",7454.149902
"1690",7526.649902
"1691",7624.399902
"1692",7640.450195
"1693",7663.899902
"1694",7684.200195
"1695",7767.850098
"1696",7795.75
"1697",7830.600098
"1698",7790.450195
"1699",7748.700195
"1700",7791.399902
"1701",7721.299805
"1702",7602.600098
"1703",7683.649902
"1704",7746.549805
"1705",7672.049805
"1706",7649.25
"1707",7568.549805
"1708",7625.950195
"1709",7727.049805
"1710",7739.549805
"1711",7791.700195
"1712",7874.25
"1713",7897.5
"1714",7875.299805
"1715",7891.100098
"1716",7913.200195
"1717",7906.299805
"1718",7904.75
"1719",7936.049805
"1720",7954.350098
"1721",8027.700195
"1722",8083.049805
"1723",8114.600098
"1724",8095.950195
"1725",8086.850098
"1726",8173.899902
"1727",8152.950195
"1728",8094.100098
"1729",8085.700195
"1730",8105.5
"1731",8042
"1732",7932.899902
"1733",7975.5
"1734",8114.75
"1735",8121.450195
"1736",8146.299805
"1737",8017.549805
"1738",8002.399902
"1739",7911.850098
"1740",7968.850098
"1741",7958.899902
"1742",7964.799805
"1743",7945.549805
"1744",7852.399902
"1745",7842.700195
"1746",7960.549805
"1747",7859.950195
"1748",7884.25
"1749",7864
"1750",NA
"1751",7748.200195
"1752",7779.700195
"1753",7879.399902
"1754",7927.75
"1755",7995.899902
"1756",7991.700195
"1757",8027.600098
"1758",8090.450195
"1759",8169.200195
"1760",8322.200195
"1761",8324.150391
"1762",8338.299805
"1763",8337
"1764",8344.25
"1765",8362.650391
"1766",8383.299805
"1767",8357.849609
"1768",8389.900391
"1769",8430.75
"1770",8425.900391
"1771",8382.299805
"1772",8401.900391
"1773",8477.349609
"1774",8530.150391
"1775",8463.099609
"1776",8475.75
"1777",8494.200195
"1778",8588.25
"1779",8555.900391
"1780",8524.700195
"1781",8537.650391
"1782",8564.400391
"1783",8538.299805
"1784",8438.25
"1785",8340.700195
"1786",8355.650391
"1787",8292.900391
"1788",8224.099609
"1789",8219.599609
"1790",8067.600098
"1791",8029.799805
"1792",8159.299805
"1793",8225.200195
"1794",8324
"1795",8267
"1796",8174.100098
"1797",8200.700195
"1798",8246.299805
"1799",8248.25
"1800",8282.700195
"1801",NA
"1802",8395.450195
"1803",8378.400391
"1804",8127.350098
"1805",8102.100098
"1806",8234.599609
"1807",8284.5
"1808",8323
"1809",8299.400391
"1810",8277.549805
"1811",8494.150391
"1812",8513.799805
"1813",8550.700195
"1814",8695.599609
"1815",8729.5
"1816",8761.400391
"1817",8835.599609
"1818",8910.5
"1819",8914.299805
"1820",8952.349609
"1821",8808.900391
"1822",8797.400391
"1823",8756.549805
"1824",8723.700195
"1825",8711.700195
"1826",8661.049805
"1827",8526.349609
"1828",8565.549805
"1829",8627.400391
"1830",8711.549805
"1831",8805.5
"1832",8809.349609
"1833",8869.099609
"1834",8895.299805
"1835",8833.599609
"1836",8754.950195
"1837",8762.099609
"1838",8767.25
"1839",8683.849609
"1840",8844.599609
"1841",NA
"1842",8956.75
"1843",8996.25
"1844",8922.650391
"1845",8937.75
"1846",8756.75
"1847",8712.049805
"1848",8699.950195
"1849",8776
"1850",8647.75
"1851",8633.150391
"1852",8723.299805
"1853",8685.900391
"1854",8634.650391
"1855",8570.900391
"1856",8550.900391
"1857",8542.950195
"1858",8530.799805
"1859",8342.150391
"1860",8341.400391
"1861",8492.299805
"1862",8491
"1863",8586.25
"1864",8659.900391
"1865",8660.299805
"1866",8714.400391
"1867",8778.299805
"1868",8780.349609
"1869",8834
"1870",NA
"1871",8706.700195
"1872",8606
"1873",8448.099609
"1874",8377.75
"1875",8429.700195
"1876",8398.299805
"1877",8305.25
"1878",8213.799805
"1879",8285.599609
"1880",8239.75
"1881",8181.5
"1882",8331.950195
"1883",8324.799805
"1884",8097
"1885",8057.299805
"1886",8191.5
"1887",8325.25
"1888",8126.950195
"1889",8235.450195
"1890",8224.200195
"1891",8262.349609
"1892",8373.650391
"1893",8365.650391
"1894",8423.25
"1895",8421
"1896",8458.950195
"1897",8370.25
"1898",8339.349609
"1899",8334.599609
"1900",8319
"1901",8433.650391
"1902",8433.400391
"1903",8236.450195
"1904",8135.100098
"1905",8130.649902
"1906",8114.700195
"1907",8044.149902
"1908",8022.399902
"1909",8124.450195
"1910",7965.350098
"1911",7982.899902
"1912",8013.899902
"1913",8047.299805
"1914",8091.549805
"1915",8174.600098
"1916",8224.950195
"1917",8353.099609
"1918",8381.549805
"1919",8360.849609
"1920",8398
"1921",8381.099609
"1922",8318.400391
"1923",8368.5
"1924",8453.049805
"1925",8444.900391
"1926",8484.900391
"1927",8522.150391
"1928",8510.799805
"1929",8363.049805
"1930",8328.549805
"1931",8360.549805
"1932",8459.650391
"1933",8454.099609
"1934",8523.799805
"1935",8608.049805
"1936",8609.849609
"1937",8603.450195
"1938",8529.450195
"1939",8633.5
"1940",8589.799805
"1941",8521.549805
"1942",8361
"1943",8337
"1944",8375.049805
"1945",8421.799805
"1946",8532.849609
"1947",8543.049805
"1948",8516.900391
"1949",8567.950195
"1950",8588.650391
"1951",8564.599609
"1952",8525.599609
"1953",8462.349609
"1954",8349.450195
"1955",8355.849609
"1956",8518.549805
"1957",8477.299805
"1958",8466.549805
"1959",8495.150391
"1960",8372.75
"1961",8299.950195
"1962",7809
"1963",7880.700195
"1964",7791.850098
"1965",7948.950195
"1966",8001.950195
"1967",7971.299805
"1968",7785.850098
"1969",7717
"1970",7823
"1971",7655.049805
"1972",7558.799805
"1973",7688.25
"1974",7818.600098
"1975",7788.100098
"1976",7789.299805
"1977",7872.25
"1978",7829.100098
"1979",7899.149902
"1980",7981.899902
"1981",7977.100098
"1982",7812
"1983",7845.950195
"1984",7868.5
"1985",7795.700195
"1986",7843.299805
"1987",7948.899902
"1988",7950.899902
"1989",8119.299805
"1990",8152.899902
"1991",8177.399902
"1992",8129.350098
"1993",8189.700195
"1994",8143.600098
"1995",8131.700195
"1996",8107.899902
"1997",8179.5
"1998",8238.150391
"1999",8275.049805
"2000",8261.650391
"2001",8251.700195
"2002",8295.450195
"2003",8260.549805
"2004",8232.900391
"2005",8171.200195
"2006",8111.75
"2007",8065.799805
"2008",8050.799805
"2009",8060.700195
"2010",8040.200195
"2011",7955.450195
"2012",7954.299805
"2013",7915.200195
"2014",7783.350098
"2015",7762.25
"2016",7806.600098
"2017",7837.549805
"2018",7731.799805
"2019",7842.75
"2020",7856.549805
"2021",7849.25
"2022",7831.600098
"2023",7883.799805
"2024",7942.700195
"2025",7935.25
"2026",7954.899902
"2027",7931.350098
"2028",7864.149902
"2029",7781.899902
"2030",7765.399902
"2031",7701.700195
"2032",7612.5
"2033",7683.299805
"2034",7610.450195
"2035",7650.049805
"2036",7700.899902
"2037",7750.899902
"2038",7844.350098
"2039",7761.950195
"2040",7834.450195
"2041",7786.100098
"2042",7865.950195
"2043",7861.049805
"2044",7925.149902
"2045",7928.950195
"2046",7896.25
"2047",7946.350098
"2048",NA
"2049",7791.299805
"2050",7784.649902
"2051",7741
"2052",7568.299805
"2053",7601.350098
"2054",7563.850098
"2055",7510.299805
"2056",7562.399902
"2057",7536.799805
"2058",7437.799805
"2059",7351
"2060",7435.100098
"2061",7309.299805
"2062",7276.799805
"2063",7422.450195
"2064",7436.149902
"2065",7437.75
"2066",7424.649902
"2067",7563.549805
"2068",7555.950195
"2069",7455.549805
"2070",7361.799805
"2071",7404
"2072",7489.100098
"2073",7387.25
"2074",7298.200195
"2075",7215.700195
"2076",6976.350098
"2077",6980.950195
"2078",7162.950195
"2079",7048.25
"2080",7108.450195
"2081",7191.75
"2082",7210.75
"2083",7234.549805
"2084",7109.549805
"2085",7018.700195
"2086",6970.600098
"2087",7029.75
"2088",6987.049805
"2089",7222.299805
"2090",7368.850098
"2091",7475.600098
"2092",7485.350098
"2093",7485.299805
"2094",7531.799805
"2095",7486.149902
"2096",7510.200195
"2097",7538.75
"2098",7460.600098
"2099",7498.75
"2100",7512.549805
"2101",7604.350098
"2102",7704.25
"2103",7714.899902
"2104",7716.5
"2105",7615.100098
"2106",7597
"2107",7735.200195
"2108",7738.399902
"2109",7713.049805
"2110",7758.799805
"2111",7603.200195
"2112",7614.350098
"2113",7546.450195
"2114",7555.200195
"2115",7671.399902
"2116",7708.950195
"2117",7850.450195
"2118",7914.700195
"2119",7914.75
"2120",7912.049805
"2121",7899.299805
"2122",7855.049805
"2123",7962.649902
"2124",7979.899902
"2125",7847.25
"2126",7849.799805
"2127",7805.899902
"2128",7747
"2129",7706.549805
"2130",7735.5
"2131",7733.450195
"2132",7866.049805
"2133",7887.799805
"2134",7848.850098
"2135",7900.399902
"2136",7814.899902
"2137",7860.75
"2138",7890.75
"2139",7870.149902
"2140",7783.399902
"2141",7749.700195
"2142",7731.049805
"2143",7748.850098
"2144",7934.899902
"2145",8069.649902
"2146",8156.649902
"2147",8178.5
"2148",8160.100098
"2149",8179.950195
"2150",8218.950195
"2151",8220.799805
"2152",8201.049805
"2153",8266.450195
"2154",8273.049805
"2155",8203.599609
"2156",8170.049805
"2157",8110.600098
"2158",8108.850098
"2159",8206.599609
"2160",8140.75
"2161",8170.200195
"2162",8238.5
"2163",8219.900391
"2164",8203.700195
"2165",8270.450195
"2166",8088.600098
"2167",8094.700195
"2168",8127.850098
"2169",8204
"2170",8287.75
"2171",8328.349609
"2172",8370.700195
"2173",8335.950195
"2174",8337.900391
"2175",8323.200195
"2176",8467.900391
"2177",8521.049805
"2178",8519.5
"2179",8565
"2180",8541.400391
"2181",8508.700195
"2182",8528.549805
"2183",8565.849609
"2184",8510.099609
"2185",8541.200195
"2186",8635.650391
"2187",8590.650391
"2188",8615.799805
"2189",8666.299805
"2190",8638.5
"2191",8636.549805
"2192",8622.900391
"2193",8544.849609
"2194",8551.099609
"2195",8683.150391
"2196",8711.349609
"2197",8678.25
"2198",8575.299805
"2199",8592.150391
"2200",NA
"2201",8642.549805
"2202",8624.049805
"2203",8673.25
"2204",8666.900391
"2205",8629.150391
"2206",8632.599609
"2207",8650.299805
"2208",8592.200195
"2209",8572.549805
"2210",8607.450195
"2211",8744.349609
"2212",8786.200195
"2213",8774.650391
"2214",8809.650391
"2215",8943
"2216",8917.950195
"2217",8952.5
"2218",8866.700195
"2219",8715.599609
"2220",8726.599609
"2221",8742.549805
"2222",8779.849609
"2223",8808.400391
"2224",8775.900391
"2225",8777.150391
"2226",8867.450195
"2227",8831.549805
"2228",8723.049805
"2229",8706.400391
"2230",8745.150391
"2231",8591.25
"2232",8611.150391
"2233",8738.099609
"2234",8769.150391
"2235",8743.950195
"2236",8709.549805
"2237",8697.599609
"2238",8708.799805
"2239",8573.349609
"2240",8583.400391
"2241",8520.400391
"2242",8677.900391
"2243",8659.099609
"2244",8699.400391
"2245",8693.049805
"2246",8708.950195
"2247",8691.299805
"2248",8615.25
"2249",8615.25
"2250",8638
"2251",8626.25
"2252",8514
"2253",8484.950195
"2254",8433.75
"2255",8497.049805
"2256",8543.549805
"2257",8432
"2258",8525.75
"2259",8296.299805
"2260",8108.450195
"2261",8111.600098
"2262",8079.950195
"2263",8074.100098
"2264",7929.100098
"2265",8002.299805
"2266",8033.299805
"2267",7965.5
"2268",8114.299805
"2269",8126.899902
"2270",8142.149902
"2271",8224.5
"2272",8192.900391
"2273",8086.799805
"2274",8128.75
"2275",8143.149902
"2276",8102.049805
"2277",8246.849609
"2278",8261.75
"2279",8170.799805
"2280",8221.799805
"2281",8182.450195
"2282",8153.600098
"2283",8139.450195
"2284",8104.350098
"2285",8082.399902
"2286",8061.299805
"2287",7979.100098
"2288",7985.75
"2289",7908.25
"2290",8032.850098
"2291",8034.850098
"2292",8103.600098
"2293",8185.799805
"2294",8179.5
"2295",8192.25
"2296",8190.5
"2297",8273.799805
"2298",8243.799805
"2299",8236.049805
"2300",8288.599609
"2301",8380.650391
"2302",8407.200195
"2303",8400.349609
"2304",8412.799805
"2305",8398
"2306",8417
"2307",8435.099609
"2308",8349.349609
"2309",8391.5
"2310",8475.799805
"2311",8602.75
"2312",8641.25
"2313",8632.75
"2314",8561.299805
"2315",8716.400391
"2316",8734.25
"2317",8740.950195
"2318",8801.049805
"2319",8768.299805
"2320",8769.049805
"2321",8778.400391
"2322",8793.549805
"2323",8805.049805
"2324",8792.299805
"2325",8724.700195
"2326",8778
"2327",8821.700195
"2328",8879.200195
"2329",8907.849609
"2330",8926.900391
"2331",8939.5
"2332",8896.700195
"2333",8879.599609
"2334",8945.799805
"2335",8899.75
"2336",8897.549805
"2337",8963.450195
"2338",8946.900391
"2339",8924.299805
"2340",8927
"2341",8934.549805
"2342",9087
"2343",9084.799805
"2344",9153.700195
"2345",9160.049805
"2346",9126.849609
"2347",9121.5
"2348",9030.450195
"2349",9086.299805
"2350",9108
"2351",9045.200195
"2352",9100.799805
"2353",9143.799805
"2354",9173.75
"2355",9173.75
"2356",9237.849609
"2357",9265.150391
"2358",9261.950195
"2359",9198.299805
"2360",9181.450195
"2361",9237
"2362",9203.450195
"2363",9150.799805
"2364",9139.299805
"2365",9105.150391
"2366",9103.5
"2367",9136.400391
"2368",9119.400391
"2369",9217.950195
"2370",9306.599609
"2371",9351.849609
"2372",9342.150391
"2373",9304.049805
"2374",9313.799805
"2375",9311.950195
"2376",9359.900391
"2377",9285.299805
"2378",9314.049805
"2379",9316.849609
"2380",9407.299805
"2381",9422.400391
"2382",9400.900391
"2383",9445.400391
"2384",9512.25
"2385",9525.75
"2386",9429.450195
"2387",9427.900391
"2388",9438.25
"2389",9386.150391
"2390",9360.549805
"2391",9509.75
"2392",9595.099609
"2393",9604.900391
"2394",9624.549805
"2395",9621.25
"2396",9616.099609
"2397",9653.5
"2398",9675.099609
"2399",9637.150391
"2400",9663.900391
"2401",9647.25
"2402",9668.25
"2403",9616.400391
"2404",9606.900391
"2405",9618.150391
"2406",9578.049805
"2407",9588.049805
"2408",9657.549805
"2409",9653.5
"2410",9633.599609
"2411",9630
"2412",9574.950195
"2413",9511.400391
"2414",9491.25
"2415",9504.099609
"2416",9520.900391
"2417",9615
"2418",9613.299805
"2419",9637.599609
"2420",9674.549805
"2421",9665.799805
"2422",9771.049805
"2423",9786.049805
"2424",9816.099609
"2425",9891.700195
"2426",9886.349609
"2427",9915.950195
"2428",9827.150391
"2429",9899.599609
"2430",9873.299805
"2431",9915.25
"2432",9966.400391
"2433",9964.549805
"2434",10020.650391
"2435",10020.549805
"2436",10014.5
"2437",10077.099609
"2438",10114.650391
"2439",10081.5
"2440",10013.650391
"2441",10066.400391
"2442",10057.400391
"2443",9978.549805
"2444",9908.049805
"2445",9820.25
"2446",9710.799805
"2447",9794.150391
"2448",9897.299805
"2449",9904.150391
"2450",9837.400391
"2451",9754.349609
"2452",9765.549805
"2453",9852.5
"2454",9857.049805
"2455",9912.799805
"2456",9796.049805
"2457",9884.400391
"2458",9917.900391
"2459",9974.400391
"2460",9912.849609
"2461",9952.200195
"2462",9916.200195
"2463",9929.900391
"2464",9934.799805
"2465",10006.049805
"2466",10093.049805
"2467",10079.299805
"2468",10086.599609
"2469",10085.400391
"2470",10153.099609
"2471",10147.549805
"2472",10141.150391
"2473",10121.900391
"2474",9964.400391
"2475",9872.599609
"2476",9871.5
"2477",9735.75
"2478",9768.950195
"2479",9788.599609
"2480",9859.5
"2481",9914.900391
"2482",9888.700195
"2483",9979.700195
"2484",9988.75
"2485",10016.950195
"2486",9984.799805
"2487",10096.400391
"2488",10167.450195
"2489",10230.849609
"2490",10234.450195
"2491",10210.849609
"2492",10146.549805
"2493",10184.849609
"2494",10207.700195
"2495",10295.349609
"2496",10343.799805
"2497",10323.049805
"2498",10363.650391
"2499",10335.299805
"2500",10440.5
"2501",10423.799805
"2502",10452.5
"2503",10451.799805
"2504",10350.150391
"2505",10303.150391
"2506",10308.950195
"2507",10321.75
"2508",10224.950195
"2509",10186.599609
"2510",10118.049805
"2511",10214.75
"2512",10283.599609
"2513",10298.75
"2514",10326.900391
"2515",10342.299805
"2516",10348.75
"2517",10389.700195
"2518",10399.549805
"2519",10370.25
"2520",10361.299805
"2521",10226.549805
"2522",10121.799805
"2523",10127.75
"2524",10118.25
"2525",10044.099609
"2526",10166.700195
"2527",10265.650391
"2528",10322.25
"2529",10240.150391
"2530",10192.950195
"2531",10252.099609
"2532",10333.25
"2533",10388.75
"2534",10463.200195
"2535",10444.200195
"2536",10440.299805
"2537",10493
"2538",10531.5
"2539",10490.75
"2540",10477.900391
"2541",10530.700195
"2542",NA
"2543",10442.200195
"2544",10443.200195
"2545",10504.799805
"2546",10558.849609
"2547",10623.599609
"2548",10637
"2549",10632.200195
"2550",10651.200195
"2551",10681.25
"2552",10741.549805
"2553",10700.450195
"2554",10788.549805
"2555",10817
"2556",10894.700195
"2557",10966.200195
"2558",11083.700195
"2559",11086
"2560",11069.650391
"2561",11130.400391
"2562",11049.650391
"2563",11027.700195
"2564",11016.900391
"2565",10760.599609
"2566",10666.549805
"2567",10498.25
"2568",10476.700195
"2569",10576.849609
"2570",10454.950195
"2571",10539.75
"2572",10500.900391
"2573",10545.5
"2574",10452.299805
"2575",10378.400391
"2576",10360.400391
"2577",10397.450195
"2578",10382.700195
"2579",10491.049805
"2580",10582.599609
"2581",10554.299805
"2582",10492.849609
"2583",10458.349609
"2584",10358.849609
"2585",10249.25
"2586",10154.200195
"2587",10242.650391
"2588",10226.849609
"2589",10421.400391
"2590",10426.849609
"2591",10410.900391
"2592",10360.150391
"2593",10195.150391
"2594",10094.25
"2595",10124.349609
"2596",10155.25
"2597",10114.75
"2598",9998.049805
"2599",10130.650391
"2600",10184.150391
"2601",10113.700195
"2602",10211.799805
"2603",10245
"2604",10128.400391
"2605",10325.150391
"2606",10331.599609
"2607",10379.349609
"2608",10402.25
"2609",10417.150391
"2610",10458.650391
"2611",10480.599609
"2612",10528.349609
"2613",10548.700195
"2614",10526.200195
"2615",10565.299805
"2616",10564.049805
"2617",10584.700195
"2618",10614.349609
"2619",10570.549805
"2620",10617.799805
"2621",10692.299805
"2622",10739.349609
"2623",10718.049805
"2624",10679.650391
"2625",10618.25
"2626",10715.5
"2627",10717.799805
"2628",10741.700195
"2629",10716.549805
"2630",10806.5
"2631",10806.599609
"2632",10801.849609
"2633",10741.099609
"2634",10682.700195
"2635",10596.400391
"2636",10516.700195
"2637",10536.700195
"2638",10430.349609
"2639",10513.849609
"2640",10605.150391
"2641",10688.650391
"2642",10633.299805
"2643",10614.349609
"2644",10736.150391
"2645",10696.200195
"2646",10628.5
"2647",10593.150391
"2648",10684.650391
"2649",10768.349609
"2650",10767.650391
"2651",10786.950195
"2652",10842.849609
"2653",10856.700195
"2654",10808.049805
"2655",10817.700195
"2656",10799.849609
"2657",10710.450195
"2658",10772.049805
"2659",10741.099609
"2660",10821.849609
"2661",10762.450195
"2662",10769.150391
"2663",10671.400391
"2664",10589.099609
"2665",10714.299805
"2666",10657.299805
"2667",10699.900391
"2668",10769.900391
"2669",10749.75
"2670",10772.650391
"2671",10852.900391
"2672",10947.25
"2673",10948.299805
"2674",11023.200195
"2675",11018.900391
"2676",10936.849609
"2677",11008.049805
"2678",10980.450195
"2679",10957.099609
"2680",11010.200195
"2681",11084.75
"2682",11134.299805
"2683",11132
"2684",11167.299805
"2685",11278.349609
"2686",11319.549805
"2687",11356.5
"2688",11346.200195
"2689",11244.700195
"2690",11360.799805
"2691",11387.099609
"2692",11389.450195
"2693",11450
"2694",11470.700195
"2695",11429.5
"2696",11355.75
"2697",11435.099609
"2698",11385.049805
"2699",11470.75
"2700",11551.75
"2701",11570.900391
"2702",11582.75
"2703",11557.099609
"2704",11691.950195
"2705",11738.5
"2706",11691.900391
"2707",11676.799805
"2708",11680.5
"2709",11582.349609
"2710",11520.299805
"2711",11476.950195
"2712",11536.900391
"2713",11589.099609
"2714",11438.099609
"2715",11287.5
"2716",11369.900391
"2717",11515.200195
"2718",11377.75
"2719",11278.900391
"2720",11234.349609
"2721",11143.099609
"2722",10967.400391
"2723",11067.450195
"2724",11053.799805
"2725",10977.549805
"2726",10930.450195
"2727",11008.299805
"2728",10858.25
"2729",10599.25
"2730",10316.450195
"2731",10348.049805
"2732",10301.049805
"2733",10460.099609
"2734",10234.650391
"2735",10472.5
"2736",10512.5
"2737",10584.75
"2738",10453.049805
"2739",10303.549805
"2740",10245.25
"2741",10146.799805
"2742",10224.75
"2743",10124.900391
"2744",10030
"2745",10250.849609
"2746",10198.400391
"2747",10386.599609
"2748",10380.450195
"2749",10553
"2750",10524
"2751",10530
"2752",10598.400391
"2753",10585.200195
"2754",10482.200195
"2755",10582.5
"2756",10576.299805
"2757",10616.700195
"2758",10682.200195
"2759",10763.400391
"2760",10656.200195
"2761",10600.049805
"2762",10526.75
"2763",10628.599609
"2764",10685.599609
"2765",10728.849609
"2766",10858.700195
"2767",10876.75
"2768",10883.75
"2769",10869.5
"2770",10782.900391
"2771",10601.150391
"2772",10693.700195
"2773",10488.450195
"2774",10549.150391
"2775",10737.599609
"2776",10791.549805
"2777",10805.450195
"2778",10888.349609
"2779",10908.700195
"2780",10967.299805
"2781",10951.700195
"2782",10754
"2783",10663.5
"2784",10729.849609
"2785",10779.799805
"2786",10859.900391
"2787",10862.549805
